episode,reward,score,x-pos,y-pos,z-pos
74,-1,0.455769192458,-0.238079004897,-7.31644842313,0.0
75,-1,0.455769192458,-1.56366642668,2.28047867401,0.0
76,-1,0.455769192458,-1.30239380116,0.010474102491,0.0
77,-1,0.455769192458,-2.17064704269,2.87952770873,0.0
78,-1,0.455769192458,-4.36830724255,-0.730453057576,0.0
79,-1,0.455769192458,-4.03380467283,-0.301775328576,0.0
80,-1,0.455769192458,-2.10184394246,4.34590786719,0.0
81,-1,0.455769192458,-4.31520640735,3.18902634049,0.0
82,-1,0.455769192458,-1.32448036765,0.670467009512,0.0
83,-1,0.455769192458,-3.14762479503,0.648862768459,0.0
84,-1,0.455769192458,-1.19563832523,-0.959671398714,0.0
85,-1,0.455769192458,-1.38795701015,2.22380832705,0.0
86,-1,0.455769192458,-2.84765002607,2.13245549831,0.0
87,-1,0.455769192458,-3.19728430974,-0.405205740188,0.0
88,-1,0.455769192458,-0.0154396708639,-0.86930235242,0.0
89,-1,0.455769192458,-4.33083332825,-0.156263647058,0.0
90,-1,0.455769192458,-4.92727440505,-2.98559512976,0.0
91,-1,0.455769192458,-5.13910782637,-0.473129988244,0.0
92,-1,0.455769192458,-1.72723930917,0.324433600481,0.0
93,-1,0.455769192458,-2.55928702588,0.578389184637,0.0
94,-1,0.455769192458,-1.3995749061,1.01160708233,0.0
95,-1,0.455769192458,-1.40816956569,0.78883904858,0.0
96,-1,0.455769192458,-3.77077016309,-0.217176847516,0.0
97,-1,0.455769192458,-1.76341420382,-0.0314006272058,0.0
98,-1,0.455769192458,0.339050698424,-3.36205553473,0.0
99,-1,0.455769192458,-0.595156420751,-1.58621708171,0.0
100,-1,0.455769192458,-1.86968673788,0.628466282372,0.0
101,-1,0.455769192458,-2.21248953374,0.109449512274,0.0
102,-1,0.455769192458,-1.55716597028,2.21067898223,0.0
103,-1,0.455769192458,-3.41656197536,1.41012120591,0.0
104,-1,0.455769192458,-1.41140271853,0.798493038831,0.0
105,-1,0.455769192458,-2.03186435241,1.41099023835,0.0
106,-1,0.455769192458,-1.68335157682,0.686873320411,0.0
107,-1,0.455769192458,-3.92881746397,0.413510234524,0.0
108,-1,0.455769192458,-0.912278517158,0.0506517515666,0.0
109,-1,0.455769192458,-1.74934902403,2.01777987832,0.0
110,-1,0.455769192458,-0.718838341607,-1.49876208622,0.0
111,-1,0.455769192458,-1.63383359722,2.16183340309,0.0
112,-1,0.455769192458,-2.44039610589,-0.205554757677,0.0
113,-1,0.455769192458,-1.84081704028,1.31545763876,0.0
114,-1,0.455769192458,-2.06239682771,-1.76751640971,0.0
115,-1,0.455769192458,-2.17419433389,0.985674089041,0.0
116,-1,0.455769192458,-1.00434889919,-0.457002482007,0.0
117,-1,0.455769192458,-1.82628204504,-1.22633043498,0.0
118,-1,0.455769192458,-2.64194655337,0.738867189664,0.0
119,-1,0.455769192458,-0.250305393155,-0.108599444945,0.0
120,-1,0.455769192458,-1.2561162639,2.10371603546,0.0
121,-1,0.455769192458,-1.45142243126,1.93442730492,0.0
122,-1,0.455769192458,-1.81544913199,-0.555067504436,0.0
123,-1,0.455769192458,-0.503205750168,0.235229573212,0.0
124,-1,0.455769192458,-1.38399011739,1.52341524675,0.0
125,-1,0.455769192458,-1.90076935893,0.0700371554034,0.0
126,-1,0.455769192458,-2.32787602825,0.935668173833,0.0
127,-1,0.455769192458,-1.88308466428,-0.541766000154,0.0
128,-1,0.455769192458,-2.03220856176,-0.170904952882,0.0
129,-1,0.455769192458,-1.83830938988,0.748654014873,0.0
130,-1,0.455769192458,-1.90118743478,0.331523461463,0.0
131,-1,0.455769192458,-1.86092701853,0.905755594375,0.0
132,-1,0.455769192458,-2.06912352251,-1.4014092363,0.0
133,-1,0.455769192458,-1.89954342966,-0.0104894351599,0.0
134,-1,0.455769192458,-1.2087202824,0.979520393415,0.0
135,-1,0.455769192458,-0.947301188645,1.72465682812,0.0
136,-1,0.455769192458,6.54734182617,0.90989865579,0.0
137,-1,0.455769192458,-2.40143957704,0.644372428608,0.0
138,-1,0.455769192458,-1.89308258535,-0.464844101869,0.0
139,-1,0.455769192458,-1.95002340716,-0.548814634154,0.0
140,-1,0.455769192458,-1.51294914352,2.06653673592,0.0
141,-1,0.455769192458,-0.836446647116,-2.13899774827,0.0
142,-1,0.455769192458,-2.04810561208,-1.49868369904,0.0
143,-1,0.455769192458,-2.06190870453,-1.27461714834,0.0
144,-1,0.455769192458,-2.02698900186,0.33972771746,0.0
145,-1,0.455769192458,-2.55123409362,-3.14545640734,0.0
146,-1,0.455769192458,-1.85085349725,0.0378134639187,0.0
147,-1,0.455769192458,-1.91272705989,0.152590682001,0.0
148,-1,0.455769192458,-1.75021101762,-0.903568347317,0.0
149,-1,0.455769192458,-2.60116540677,-0.864310049735,0.0
150,-1,0.455769192458,-0.934339923658,-1.62260875802,0.0
151,-1,0.455769192458,-1.29286975498,1.59281580905,0.0
152,-1,0.455769192458,-1.28207888289,0.886191283146,0.0
153,-1,0.455769192458,-1.09716214586,2.01415317383,0.0
154,-1,0.455769192458,-1.04117442507,1.0867405559,0.0
155,-1,0.455769192458,-1.08687484372,2.73670677705,0.0
156,-1,0.455769192458,-1.32447828898,1.58526611031,0.0
157,-1,0.455769192458,-1.24986976323,1.44776017049,0.0
158,-1,0.455769192458,-0.870163552731,1.18949916485,0.0
159,-1,0.455769192458,-1.1918281795,1.3036550368,0.0
160,-1,0.455769192458,-1.20108465894,1.50474663243,0.0
161,-1,0.455769192458,-1.22481392628,1.26450617849,0.0
162,-1,0.455769192458,-1.23539691878,1.64258067689,0.0
163,-1,0.455769192458,-1.28055040505,1.61182413969,0.0
164,-1,0.455769192458,-1.2786002002,1.59644990694,0.0
165,-1,0.455769192458,-1.28317675445,1.62530229403,0.0
166,-1,0.455769192458,-4.99054717617,0.834048749806,0.0
167,-1,0.455769192458,-0.403353796177,5.08840179813,0.0
168,-1,0.455769192458,-0.896596306504,3.0582979491,0.0
169,-1,0.455769192458,-0.916154520978,2.76754293312,0.0
170,-1,0.455769192458,-0.468516160599,1.44644596014,0.0
171,-1,0.455769192458,-0.999824361422,1.76522935917,0.0
172,-1,0.455769192458,-1.12195019762,0.816240542295,0.0
173,-1,0.455769192458,-0.59661368007,3.05071916471,0.0
174,-1,0.455769192458,-0.820119932094,2.06760856015,0.0
175,-1,0.455769192458,-1.37696651466,2.9548663643,0.0
176,-1,0.455769192458,-2.03000109575,0.249726218262,0.0
177,-1,0.455769192458,-1.39308932374,-0.826421796169,0.0
178,-1,0.455769192458,-1.5995835225,3.18687955335,0.0
179,-1,0.455769192458,-2.60402263326,-4.05489421284,0.0
180,-1,0.455769192458,0.136876391026,2.10613451924,0.0
181,-1,0.455769192458,-1.45216699458,-0.44589428075,0.0
182,-1,0.455769192458,1.148400408,-3.23442515795,0.0
183,-1,0.455769192458,-2.95918491687,-0.908222900779,0.0
184,-1,0.455769192458,2.05269807635,1.64280255916,0.0
185,-1,0.455769192458,-3.37776098187,1.39681011953,0.0
186,-1,0.455769192458,-1.35226464689,0.254764068176,0.0
187,-1,0.455769192458,-0.439044355203,8.77537574109,0.0
188,-1,0.455769192458,-1.04424819201,-3.67569704042,0.0
189,0.281726110398,0.455769192458,-3.78773838339,12.1355072006,28.732577978
190,-1,0.455769192458,-0.681889680206,8.2099861423,0.0
191,-1,0.455769192458,1.81665138903,-7.2801944218,0.0
192,-1,0.455769192458,0.605513110883,3.84019334126,0.0
193,-1,0.455769192458,-0.73275740571,9.98394190645,0.0
194,-1,0.455769192458,-2.09434390697,2.55622619659,0.0
195,-1.0,0.455769192458,-8.20054618836,28.7805470789,9.63291520414
196,-1,0.455769192458,-0.378492616524,-0.87706440064,0.0
197,-1,0.455769192458,-4.20357971295,23.5014512914,0.0
198,-1,0.455769192458,-5.96752358619,-2.8711970018,0.0
199,0.795310376687,0.455769192458,-3.44794337571,3.53218517214,37.0653760132
200,-1,0.455769192458,-2.37789386701,-4.12544612969,0.0
201,-1,0.455769192458,-2.70365481088,4.79337562982,0.0
202,-1,0.455769192458,-3.56890365947,-2.10112953062,0.0
203,-1,0.455769192458,-0.855300236449,1.15244964793,0.0
204,-1,0.455769192458,-3.17183669371,18.3399553682,0.0
205,-1,0.455769192458,-2.05687871131,-0.623541273536,0.0
206,-1,0.455769192458,-1.79709493581,1.30155760695,0.0
207,-1,0.455769192458,-2.54189670068,-8.03849981601,0.0
208,0.685086239598,0.455769192458,-2.98290646099,8.28610853997,37.1870360811
209,-1,0.455769192458,-1.22316403548,-1.91099927188,0.0
210,-1,0.455769192458,-2.2609041227,-1.44185268437,0.0
211,-1,0.455769192458,-1.84708910564,20.4040678917,0.0
212,-1,0.455769192458,0.477613674807,0.705589608935,0.0
213,-1,0.455769192458,-1.51308162871,0.782490221593,0.0
214,-1,0.455769192458,-1.81753835457,17.8267621147,0.0
215,-1,0.455769192458,-1.19570592967,6.51383649247,0.0
216,-1,0.455769192458,-1.8102431966,18.854973502,0.0
217,-1,0.455769192458,-1.05562955127,-3.0659361223,0.0
218,-1,0.455769192458,-1.55494644367,16.3386836716,0.0
219,-1,0.455769192458,-3.91870336296,-0.121522038242,0.0
220,-1,0.455769192458,-2.02879094677,-0.694504989953,0.0
221,-1,0.455769192458,-2.33018540193,-1.35396762573,0.0
222,-1,0.455769192458,-1.67901125087,5.87270946421,0.0
223,-1,0.455769192458,-2.68721487705,6.12970791349,0.0
224,-1,0.455769192458,-2.81022471092,-2.55968524938,0.0
225,-1,0.455769192458,-4.02630290554,-2.20401555323,0.0
226,-1,0.455769192458,-0.893715381899,3.28137852361,0.0
227,-1,0.455769192458,-0.294133324872,-0.787444993761,0.0
228,-1,0.455769192458,-6.4942478791,-9.44046842528,0.0
229,0.00137110913967,0.455769192458,-1.22947858161,31.6301923672,34.0627974663
230,-1,0.455769192458,1.62325359351,2.88915879263,0.0
231,-1,0.455769192458,0.83144442502,1.80167154311,0.0
232,-1,0.455769192458,0.0846603180282,5.90023794719,0.0
233,-1,0.455769192458,-17.441857464,2.57926254792,0.0
234,-1,0.455769192458,-2.73831469134,0.638424906235,0.0
235,-1,0.455769192458,-14.9791596906,32.0693345348,0.0
236,-1.0,0.455769192458,-26.2237020358,11.8637363174,10.739071005
237,-1,0.455769192458,-24.4129768689,19.8495116885,0.0
238,-1.0,0.455769192458,-45.5435700375,5.01116381971,8.82448088429
239,-1,0.455769192458,-1.25397920641,3.72974450104,0.0
240,-1,0.455769192458,-12.6943255134,10.2827101312,0.0
241,-1,0.455769192458,-12.5982987763,7.51983888599,0.0
242,-1,0.455769192458,1.31516398739,9.51282223222,0.0
243,-1,0.455769192458,-12.3023351625,14.1625549847,0.0
244,-1,0.455769192458,-0.96299225132,2.40858680643,0.0
245,-1,0.455769192458,2.65250011825,3.65752949051,0.0
246,-1,0.455769192458,-1.63608021433,1.38845607141,0.0
247,-1,0.455769192458,-2.74554276137,2.14623193868,0.0
248,-1,0.455769192458,-6.97703499841,4.23238759428,0.0
249,-1,0.455769192458,-0.651106983126,-3.74175303762,0.0
250,-1,0.455769192458,-1.47284238253,-3.62804112817,0.0
251,-1,0.455769192458,1.44121168046,2.51023823629,0.0
252,-1,0.455769192458,-0.776776839536,2.39015384494,0.0
253,-1,0.455769192458,-2.42423835696,1.35424544263,0.0
254,-1,0.455769192458,1.74010869535,3.62425605648,0.0
255,-1,0.455769192458,1.05008693954,3.65924467876,0.0
256,-1,0.455769192458,-2.39046165578,2.43830709496,0.0
257,-1,0.455769192458,-1.16427478599,0.716091815045,0.0
258,-1,0.455769192458,-1.13622544568,-0.263205007857,0.0
259,-1,0.455769192458,-1.02045931732,2.60068177227,0.0
260,-1,0.455769192458,-1.40887469996,1.70374947153,0.0
261,-1,0.455769192458,-3.27110437996,2.27066129934,0.0
262,-1,0.455769192458,-3.46573763864,-6.83217193768,0.0
263,-1,0.455769192458,-3.14289152525,0.684118218605,0.0
264,-1,0.455769192458,-1.70635766633,1.18486733452,0.0
265,-1,0.455769192458,-1.65587623588,2.23604513601,0.0
266,-1,0.455769192458,1.29644208793,0.473664265988,0.0
267,-1,0.455769192458,-0.10173207276,0.994727110686,0.0
268,-1,0.455769192458,-3.6995705401,3.56211483329,0.0
269,-1,0.455769192458,0.973231211826,5.24860227535,0.0
270,-1,0.455769192458,8.6328769242,-2.16385324595,0.0
271,-1,0.455769192458,-4.16008973242,4.45542672479,0.0
272,-1,0.455769192458,-0.210821845815,1.90364574865,0.0
273,-1,0.455769192458,-2.50709565331,0.576496549087,0.0
274,-1,0.455769192458,-1.76020243122,3.29849979893,0.0
275,-1,0.455769192458,-2.09062863206,1.25408939639,0.0
276,-1,0.455769192458,-0.955004824908,3.63308677239,0.0
277,-1,0.455769192458,-3.05373909115,1.43472858971,0.0
278,-1,0.455769192458,-4.55684467338,0.686429201398,0.0
279,-1,0.455769192458,-3.36410164881,6.10969267816,0.0
280,-1,0.455769192458,-3.99198813473,7.26144722004,0.0
281,-1,0.455769192458,0.299464422897,4.77234081664,0.0
282,-1,0.455769192458,-0.418173189728,5.70115756721,0.0
283,-1,0.455769192458,-1.27095670181,3.0933093496,0.0
284,-1,0.455769192458,-7.11812974492,2.34035199061,0.0
285,-1,0.455769192458,-3.45787806599,2.81970385762,0.0
286,-1,0.455769192458,-1.7806416904,1.69539931409,0.0
287,-1,0.455769192458,-1.9068310744,3.96012925575,0.0
288,-1,0.455769192458,-2.30945617397,2.07294486579,0.0
289,-1,0.455769192458,1.25776709597,-0.779237457266,0.0
290,-1,0.455769192458,-1.59210908415,3.39042678151,0.0
291,-1,0.455769192458,-6.05220985645,2.79359110848,0.0
292,-1,0.455769192458,-2.60592588701,-0.852035302293,0.0
293,-1,0.455769192458,-2.17302324546,1.84601991825,0.0
294,-1,0.455769192458,-2.62291085651,5.32377315754,0.0
295,-1,0.455769192458,0.436582824641,-1.64965063467,0.0
296,-1,0.455769192458,-2.12366114665,-0.528719845362,0.0
297,-1,0.455769192458,0.0737591188974,0.0312263939139,0.0
298,-1,0.455769192458,1.66838592173,-2.68870207384,0.0
299,-1,0.455769192458,-2.72915132435,3.21797110994,0.0
300,-1,0.455769192458,-6.46906469286,3.31809265513,0.0
301,-1,0.455769192458,-7.3431463478,1.62832762172,0.0
302,-1,0.455769192458,-1.34508004171,-0.369722510162,0.0
303,-1,0.455769192458,-6.53603113431,3.16449363438,0.0
304,-1,0.455769192458,-0.992261524007,0.436632892861,0.0
305,-1,0.455769192458,-0.160592312782,1.92249419844,0.0
306,-1,0.455769192458,-0.229464627967,0.809123682473,0.0
307,-1,0.455769192458,0.485475609266,-0.81831151366,0.0
308,-1,0.455769192458,0.219371344109,-0.621304148634,0.0
309,-1,0.455769192458,-0.164245323752,-3.39756739126,0.0
310,-1,0.455769192458,-1.57041476622,-4.88200294614,0.0
311,-1,0.455769192458,-1.10554236831,-2.65063871293,0.0
312,-1,0.455769192458,-1.15806431325,-0.0185153651068,0.0
313,-1,0.455769192458,-0.550716035249,-7.65752036972e-08,0.0
314,-1,0.455769192458,-0.750054544228,-0.147361815763,0.0
315,-1,0.455769192458,-0.519647344234,-5.07076989776e-07,0.0
316,-1,0.455769192458,-0.234116957481,-0.0902955776094,0.0
317,-1,0.455769192458,-0.729883486366,-0.0166262300879,0.0
318,-1,0.455769192458,-0.349476019917,-7.49676924391e-05,0.0
319,-1,0.455769192458,0.827948277879,0.00363531448967,0.0
320,-1,0.455769192458,1.40344261695,-0.000707435254663,0.0
321,-1,0.455769192458,-1.67973462651,2.13913314441e-05,0.0
322,-1,0.455769192458,-0.274782869979,-1.62060364851e-05,0.0
323,-1,0.455769192458,-0.67629617032,1.193253809e-06,0.0
324,-1,0.455769192458,-0.390064121371,3.69489060311e-07,0.0
325,-1,0.455769192458,-1.00112249571,-1.74897005847e-07,0.0
326,-1,0.455769192458,-0.515187140271,-7.43415422956e-08,0.0
327,-1,0.455769192458,-0.824681108639,-3.79999539285e-06,0.0
328,-1,0.455769192458,-0.532439127487,1.0317906121e-07,0.0
329,-1,0.455769192458,0.236347050459,0.0107091719034,0.0
330,-1,0.455769192458,-0.116981424892,1.04973502397e-06,0.0
331,-1,0.455769192458,-0.59650361608,1.37330410582e-06,0.0
332,-1,0.455769192458,-4.74684011372e-06,2.25784458572e-06,0.0
333,-1,0.455769192458,0.907787191487,-0.0161552468477,0.0
334,-1,0.455769192458,-0.330829966592,0.439673992642,0.0
335,-1,0.455769192458,-1.00477037874,-4.05606463879e-06,0.0
336,-1,0.455769192458,1.06169818661,8.56347557809e-05,0.0
337,-1,0.455769192458,-1.2000139158,0.0811663808474,0.0
338,-1,0.455769192458,0.0392944676906,3.58094994352e-05,0.0
339,-1,0.455769192458,-0.586122538748,-4.00912517033e-07,0.0
340,-1,0.455769192458,-1.69332486634,-2.98870441336e-05,0.0
341,-1,0.455769192458,-1.13081069393,2.30102796004e-05,0.0
342,-1,0.455769192458,-0.945851055492,-8.26193376626e-07,0.0
343,-1,0.455769192458,0.397703661376,-6.7540543776e-08,0.0
344,-1,0.455769192458,5.16760849405,1.46185456012e-06,0.0
345,-1,0.455769192458,-1.16861733839,-0.540472374537,0.0
346,-1,0.455769192458,-0.924883453727,-0.21143092157,0.0
347,-1,0.455769192458,-0.804629988288,0.344037368136,0.0
348,-1,0.455769192458,-0.578839681442,-2.16044026214e-07,0.0
349,-1,0.455769192458,-0.59615933236,-5.64734818488e-07,0.0
350,-1,0.455769192458,-1.90229165092,6.66687445426e-05,0.0
351,-1,0.455769192458,-0.58657270933,-7.87419517444e-08,0.0
352,-1,0.455769192458,-0.58105105038,-1.41501048359e-07,0.0
353,-1,0.455769192458,-0.582466887692,-0.0040688247738,0.0
354,-1,0.455769192458,-0.58416229847,-2.42705846938e-07,0.0
355,-1,0.455769192458,-1.82146919473,7.06783152091e-07,0.0
356,-1,0.455769192458,2.69455130182,-0.288527784905,0.0
357,-1,0.455769192458,-1.20091059363,1.20425050414,0.0
358,-1,0.455769192458,-0.580976039315,-8.50497932137e-08,0.0
359,-1,0.455769192458,-0.729463940803,-2.0660694233e-06,0.0
360,-1,0.455769192458,-0.564906683606,-2.53234875827e-08,0.0
361,-1,0.455769192458,-0.440946065824,-7.16135540003e-06,0.0
362,-1,0.455769192458,-0.633939675787,-1.88548611003e-06,0.0
363,-1,0.455769192458,-0.579410331409,-2.4299353399e-08,0.0
364,-1,0.455769192458,-0.898494186901,8.84039182067e-06,0.0
365,-1,0.455769192458,-0.558959540782,-2.25776050714e-05,0.0
366,-1,0.455769192458,-0.596993498675,-3.24651721904e-07,0.0
367,-1,0.455769192458,-0.571748654918,-7.13188778768e-05,0.0
368,-1,0.455769192458,-0.576675627243,-1.30254227144e-05,0.0
369,-1,0.455769192458,-0.959874872404,-1.56276181958e-07,0.0
370,-1,0.455769192458,0.845930721851,-1.16463305364e-06,0.0
371,-1,0.455769192458,-0.41691927637,-1.10216606594e-06,0.0
372,-1,0.455769192458,3.28112525423,-0.43492020023,0.0
373,-1,0.455769192458,-0.578327045445,-0.00016514444953,0.0
374,-1,0.455769192458,-0.569864123728,-1.07354776535e-07,0.0
375,-1,0.455769192458,-0.190555797002,-4.36326698236e-05,0.0
376,-1,0.455769192458,-1.07463185052,-0.070036496814,0.0
377,-1,0.455769192458,-2.18932335676,0.230200468661,0.0
378,-1,0.455769192458,-0.572584839016,-5.12274309214e-07,0.0
379,-1,0.455769192458,-1.1007879966,-1.1069218618,0.0
380,-1,0.455769192458,-0.338769112745,-0.681089958107,0.0
381,-1,0.455769192458,-0.796804996165,-0.612388921146,0.0
382,-1,0.455769192458,-0.604028693989,-0.0123578072116,0.0
383,-1,0.455769192458,-2.38311676559,-0.530677823857,0.0
384,-1,0.455769192458,-1.7284658096,-1.3434646489,0.0
385,-1,0.455769192458,-1.28748766572,-0.030233662988,0.0
386,-1,0.455769192458,-2.05640785957,1.05739845971,0.0
387,-1,0.455769192458,-1.80184499195,-0.00775816556792,0.0
388,-1,0.455769192458,0.356565617459,0.871403223864,0.0
389,-1,0.455769192458,-1.53432500116,1.03601024402,0.0
390,-1,0.455769192458,-1.33950745256,0.284588715514,0.0
391,-1,0.455769192458,-1.42792009146,0.527927861681,0.0
392,-1,0.455769192458,-2.42531821869,0.826149649897,0.0
393,-1,0.455769192458,-2.74063217862,0.334531488212,0.0
394,-1,0.455769192458,-1.42851954551,-0.00178367467566,0.0
395,-1,0.455769192458,-4.470835437,0.669443484803,0.0
396,-1,0.455769192458,-0.362240257179,0.72344708885,0.0
397,-1,0.455769192458,-2.19793387658,0.341342546084,0.0
398,-1,0.455769192458,-2.41622128455,0.61317139181,0.0
399,-1,0.455769192458,-2.43622027882,0.657817538221,0.0
400,-1,0.455769192458,-2.56069995743,0.633107362928,0.0
401,-1,0.455769192458,-1.54796454184,0.370891658095,0.0
402,-1,0.455769192458,-2.9291059736,0.591131450576,0.0
403,-1,0.455769192458,0.0842262367292,-0.278307281827,0.0
404,-1,0.455769192458,-0.452615706633,-0.413824019438,0.0
405,-1,0.455769192458,-1.80150542382,1.68742423269,0.0
406,-1,0.455769192458,-2.68794844773,0.594693232293,0.0
407,-1,0.455769192458,-1.90326366468,0.58264232753,0.0
408,-1,0.455769192458,-2.73325064601,1.03325660344,0.0
409,-1,0.455769192458,-2.35106315898,-0.820243564924,0.0
410,-1,0.455769192458,-0.768980254661,0.931166981278,0.0
411,-1,0.455769192458,-3.5188001302,0.932502200378,0.0
412,-1,0.455769192458,-0.0885469316476,-1.05438519146,0.0
413,-1,0.455769192458,-1.48023811855,-2.63701079167,0.0
414,-1,0.455769192458,0.160471803546,0.137088308979,0.0
415,-1,0.455769192458,-0.40186938339,0.491490449368,0.0
416,-1,0.455769192458,-0.306491516094,-0.561671987456,0.0
417,-1,0.455769192458,0.256785856082,-0.386113076961,0.0
418,-1,0.455769192458,-0.931938354301,0.475740061822,0.0
419,-1,0.455769192458,0.185892697498,0.0820630872175,0.0
420,-1,0.455769192458,-1.94835621167,1.00577702532,0.0
421,-1,0.455769192458,-1.26997431895,1.35117513961,0.0
422,-1,0.455769192458,-2.46952939506,-0.077885523104,0.0
423,-1,0.455769192458,-1.06114264535,1.13090695104,0.0
424,-1,0.455769192458,-0.550582978581,0.877320685562,0.0
425,-1,0.455769192458,-0.23620838386,-0.909778686363,0.0
426,-1,0.455769192458,-2.86439691904,1.7133919228,0.0
427,-1,0.455769192458,-1.24088749258,0.842662943618,0.0
428,-1,0.455769192458,-0.897077630273,0.227408734775,0.0
429,-1,0.455769192458,-0.366082031461,0.49459579946,0.0
430,-1,0.455769192458,-0.582464502803,1.25823819528,0.0
431,-1,0.455769192458,-1.02253208521,2.52886282265,0.0
432,-1,0.455769192458,-1.01205548232,1.76994339462,0.0
433,-1,0.455769192458,-0.312114087287,-3.52227250496,0.0
434,-1,0.455769192458,-0.664838989533,-0.0590519203166,0.0
435,-1,0.455769192458,-0.43335585709,0.799565901208,0.0
436,-1,0.455769192458,-1.02124239606,1.85720524754,0.0
437,-1,0.455769192458,-0.865548894069,-1.28205840205,0.0
438,-1,0.455769192458,0.597261833222,-3.08684269312,0.0
